_input,_num,_widgetName,_source,_resultNumber,_pageUrl,address,price,price/_source,price/_currency,price/_title,price/_text,bedrooms,bedrooms/_source,full_bathrooms,full_bathrooms/_source,half_bathrooms,half_bathrooms/_source,type,size_sqft,lot_size
,1,realtor_test,realtor_test,1,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,7103 Wolf Rivers Ave Las Vegas NV 89131,495000,$495000,USD,,,4,4,4,4,1,1,Single Family Home,3811,0.32
,2,realtor_test,realtor_test,2,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,10669 Oak Crest Ave Las Vegas NV 89144,240000,$240000,USD,,,3,3,2,2,,,Single Family Home,1622,5662
,3,realtor_test,realtor_test,3,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,128 Celia Pl Las Vegas NV 89145,165000,$165000,USD,,,4,4,2,2,,,Single Family Home,1895,6534
,4,realtor_test,realtor_test,4,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,517 Carpenter Dr Las Vegas NV 89107,120000,$120000,USD,,,4,4,2,2,,,Single Family Home,1286,6534
,5,realtor_test,realtor_test,5,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,6515 Shining Sand Ave Las Vegas NV 89142,170000,$170000,USD,,,4,4,2,2,,,Single Family Home,1521,5227
,6,realtor_test,realtor_test,6,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,9620 Sundial Dr Las Vegas NV 89134,289950,$289950,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1799,3049
,7,realtor_test,realtor_test,7,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,9053 Captivating Ave Las Vegas NV 89149,149500,$149500,USD,,,3,3,2,2,1,1,Single Family Home,1300,1742
,8,realtor_test,realtor_test,8,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,9425 Grand Mesa Dr Las Vegas NV 89134,137000,$137000,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1021,2613
,9,realtor_test,realtor_test,9,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-20,10150 Bull Run Grove Ave Las Vegas NV 89166,358990,$358990,USD,,,4,4,3,3,1,1,Single Family Home,3487,6098
,10,realtor_test,realtor_test,10,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,8471 Spirit Vale Ave Unit Lot 60 Las Vegas NV 89117,272565,$272565,USD,,,4,4,2,2,1,1,Single Family Home,2008,3484
,11,realtor_test,realtor_test,11,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,8453 Spirit Vale Ave Unit Lot 57 Las Vegas NV 89117,256440,$256440,USD,,,3,3,2,2,1,1,Single Family Home,1748,3484
,12,realtor_test,realtor_test,12,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,5101 Saffron Dr Las Vegas NV 89142,130000,$130000,USD,,,4,4,2,2,,,Single Family Home,1322,5227
,13,realtor_test,realtor_test,13,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,10245 S Maryland Pw Unit 204 Las Vegas NV 89123,97000,$97000,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1053,
,14,realtor_test,realtor_test,14,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,571 Roxella Ln Apt D Las Vegas NV 89110,55000,$55000,USD,,,2,2,1,1,,,Condo/Townhome/Row Home/Co-Op,844,1045
,15,realtor_test,realtor_test,15,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,7 Sable Ridge Ct Las Vegas NV 89135,15900000,$15900000,USD,,,5,5,9,9,,,Single Family Home,13255,
,16,realtor_test,realtor_test,16,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,7 Sable Ridge Ct Las Vegas NV 89135,15900000,$15900000,USD,,,5,5,9,9,,,Single Family Home,13255,0.59
,17,realtor_test,realtor_test,17,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,6951 Mira Vista St Las Vegas NV 89120,2150000,$2150000,USD,,,5,5,6,6,1,1,Single Family Home,7677,0.89
,18,realtor_test,realtor_test,18,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,2712 Marie Antoinette St Henderson NV 89044,869900,$869900,USD,,,5,5,5,5,1,1,Single Family Home,4486,0.3
,19,realtor_test,realtor_test,19,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,7610 Eldora Ave Las Vegas NV 89117,749888,$749888,USD,,,5,5,5,5,,,Single Family Home,3424,0.53
,20,realtor_test,realtor_test,20,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-10,9604 Royal Lamb Dr Las Vegas NV 89145,688000,$688000,USD,,,5,5,4,4,,,Single Family Home,3176,6534
,21,realtor_test,realtor_test,21,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,5582 Cotton St Las Vegas NV 89110,135000,$135000,USD,,,4,4,2,2,,,Single Family Home,1326,7405
,22,realtor_test,realtor_test,22,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,5215 Hibbetts Dr Las Vegas NV 89103,205900,$205900,USD,,,3,3,2,2,,,Single Family Home,1640,7840
,23,realtor_test,realtor_test,23,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,5059 Village Dr # 28 Las Vegas NV 89142,90000,$90000,USD,,,3,3,2,2,,,Condo/Townhome/Row Home/Co-Op,1240,2178
,24,realtor_test,realtor_test,24,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,8113 Spanish Peak Ave Las Vegas NV 89128,245000,$245000,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,2173,3484
,25,realtor_test,realtor_test,25,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,8329 Wildwood Glen Dr Las Vegas NV 89131,154900,$154900,USD,,,3,3,2,2,1,1,Single Family Home,1497,2613
,26,realtor_test,realtor_test,26,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,8455 W Sahara Ave # 57 Las Vegas NV 89117,75000,$75000,USD,,,1,1,1,1,,,Condo/Townhome/Row Home/Co-Op,663,2090
,27,realtor_test,realtor_test,27,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,10401 Saddle Mountain St Las Vegas NV 89178,284900,$284900,USD,,,3,3,3,3,,,Single Family Home,2118,7405
,28,realtor_test,realtor_test,28,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,11181 Alora St Las Vegas NV 89141,217900,$217900,USD,,,4,4,2,2,1,1,Single Family Home,1816,3920
,29,realtor_test,realtor_test,29,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,2419 Palma Vista Ave Las Vegas NV 89121,171000,$171000,USD,,,4,4,2,2,,,Single Family Home,1572,7405
,30,realtor_test,realtor_test,30,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-8,Las Vegas NV 89121,159900,$159900,USD,,,4,4,2,2,,,Single Family Home,2331,7405
,31,realtor_test,realtor_test,31,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,9649 Meeks Bay Ave Las Vegas NV 89148,169900,$169900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1305,3920
,32,realtor_test,realtor_test,32,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,6380 Elwood Mead Ave Unit 103 Las Vegas NV 89156,142000,$142000,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,1685,871
,33,realtor_test,realtor_test,33,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,231 Mission Newport Ln Apt 202 Las Vegas NV 89107,52900,$52900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,876,
,34,realtor_test,realtor_test,34,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,205 E Harmon Ave # 46 Las Vegas NV 89169,174900,$174900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1296,
,35,realtor_test,realtor_test,35,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,5125 W Reno Ave # H Las Vegas NV 89118,127900,$127900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1108,1089
,36,realtor_test,realtor_test,36,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,7107 S Durango Dr Unit 205 Las Vegas NV 89113,135000,$135000,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1278,
,37,realtor_test,realtor_test,37,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,2519 Sierra Sage St Las Vegas NV 89134,179990,$179990,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1201,2613
,38,realtor_test,realtor_test,38,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,9304 Pink Pear Ct Las Vegas NV 89149,169990,$169990,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,1636,2613
,39,realtor_test,realtor_test,39,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,4839 Double Down Dr Unit 103 Las Vegas NV 89122,142000,$142000,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,1685,871
,40,realtor_test,realtor_test,40,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-condo-townhome-row-home-co-op,2725 S Nellis Blvd Unit 1001 Las Vegas NV 89121,56500,$56500,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1008,
,41,realtor_test,realtor_test,41,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,880 Mantis Way Unit 4 Las Vegas NV 89110,53000,$53000,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1022,4225
,42,realtor_test,realtor_test,42,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,5358 Coral Ribbon Ave Las Vegas NV 89139,169900,$169900,USD,,,3,3,2,2,1,1,Single Family Home,1493,2613
,43,realtor_test,realtor_test,43,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,513 Bachelor Button St Las Vegas NV 89138,365000,$365000,USD,,,3,3,2,2,1,1,Single Family Home,2470,4356
,44,realtor_test,realtor_test,44,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,Las Vegas NV 89143,149500,$149500,USD,,,3,3,2,2,1,1,Single Family Home,1397,3049
,45,realtor_test,realtor_test,45,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,9877 Amador Ranch Ave Las Vegas NV 89149,585135,$585135,USD,,,4,4,3,3,1,1,Single Family Home,4250,0.43
,46,realtor_test,realtor_test,46,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,9329 Queen Charlotte Dr Las Vegas NV 89145,1079000,$1079000,USD,,,4,4,4,4,1,1,Single Family Home,4555,0.24
,47,realtor_test,realtor_test,47,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,754 Vegas Valley Dr Las Vegas NV 89109,469000,$469000,USD,,,2,2,2,2,1,1,Single Family Home,2800,4791
,48,realtor_test,realtor_test,48,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,6705 Bent Wood Ct Las Vegas NV 89108,289990,$289990,USD,,,3,3,2,2,1,1,Single Family Home,2793,0.25
,49,realtor_test,realtor_test,49,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,1231 S Maryland Pw Las Vegas NV 89104,279000,$279000,USD,,,6,6,3,3,,,Single Family Home,2032,8712
,50,realtor_test,realtor_test,50,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-9,8471 Spirit Vale Ave Unit Lot 60 Las Vegas NV 89117,272565,$272565,USD,,,4,4,2,2,1,1,Single Family Home,2008,3484
,51,realtor_test,realtor_test,51,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,Las Vegas NV 89101,102900,$102900,USD,,,2,2,,,,,Multi-Family Home,1002,6098
,52,realtor_test,realtor_test,52,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,514 S 7Th St Las Vegas NV 89101,420000,$420000,USD,,,,,,,,,Multi-Family Home,1648,6969
,53,realtor_test,realtor_test,53,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,505 Kolson Cir Las Vegas NV 89119,197900,$197900,USD,,,4,4,,,,,Multi-Family Home,3528,7405
,54,realtor_test,realtor_test,54,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,2305 S 15Th St Las Vegas NV 89104,149900,$149900,USD,,,2,2,,,,,Multi-Family Home,1826,7405
,55,realtor_test,realtor_test,55,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,1368 Pattee Cir Las Vegas NV 89119,249900,$249900,USD,,,4,4,,,,,Multi-Family Home,3536,0.33
,56,realtor_test,realtor_test,56,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,901 Staffordshire Cir Las Vegas NV 89110,195000,$195000,USD,,,1,1,,,,,Multi-Family Home,2896,8712
,57,realtor_test,realtor_test,57,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,5411 Del Gado Dr Las Vegas NV 89103,198900,$198900,USD,,,4,4,,,,,Multi-Family Home,3716,87
,58,realtor_test,realtor_test,58,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,1801 Elm Ave Las Vegas NV 89101,175000,$175000,USD,,,1,1,,,,,Multi-Family Home,4134,0.26
,59,realtor_test,realtor_test,59,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,2690 Atlantic St Las Vegas NV 89121,299999,$299999,USD,,,4,4,,,,,Multi-Family Home,4326,0.23
,60,realtor_test,realtor_test,60,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/type-multi-family-home,5248 Pebble Beach Blvd # Bl Las Vegas NV 89108,140000,$140000,USD,,,,,,,,,Multi-Family Home,3196,8712
,61,realtor_test,realtor_test,61,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,5001 N Cimarron Rd Las Vegas NV 89149,549888,$549888,USD,,,4,4,3,3,1,1,Single Family Home,3234,0.48
,62,realtor_test,realtor_test,62,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,9649 Meeks Bay Ave Las Vegas NV 89148,169900,$169900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1305,3920
,63,realtor_test,realtor_test,63,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,6380 Elwood Mead Ave Unit 103 Las Vegas NV 89156,142000,$142000,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,1685,871
,64,realtor_test,realtor_test,64,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,3609 Gulf Shores Dr Las Vegas NV 89122,54900,$54900,USD,,,3,3,2,2,,,Single Family Home,1296,4356
,65,realtor_test,realtor_test,65,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,10743 Balmoral St Las Vegas NV 89141,265000,$265000,USD,,,3,3,2,2,1,1,Single Family Home,2079,4356
,66,realtor_test,realtor_test,66,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,7537 Crooked Branch St Las Vegas NV 89143,179999,$179999,USD,,,3,3,2,2,1,1,Single Family Home,1707,3049
,67,realtor_test,realtor_test,67,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,231 Mission Newport Ln Apt 202 Las Vegas NV 89107,52900,$52900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,876,
,68,realtor_test,realtor_test,68,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,3455 Cape Cod Dr Las Vegas NV 89122,47900,$47900,USD,,,2,2,2,2,,,Mfd/Mobile Home,1152,4791
,69,realtor_test,realtor_test,69,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,205 E Harmon Ave # 46 Las Vegas NV 89169,174900,$174900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1296,
,70,realtor_test,realtor_test,70,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/beds-2,4585 Denaro Dr Las Vegas NV 89135,375000,$375000,USD,,,2,2,2,2,,,Single Family Home,1683,8276
,71,realtor_test,realtor_test,71,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,5001 N Cimarron Rd Las Vegas NV 89149,549888,$549888,USD,,,4,4,3,3,1,1,Single Family Home,3234,0.48
,72,realtor_test,realtor_test,72,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,9649 Meeks Bay Ave Las Vegas NV 89148,169900,$169900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1305,3920
,73,realtor_test,realtor_test,73,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,6380 Elwood Mead Ave Unit 103 Las Vegas NV 89156,142000,$142000,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,1685,871
,74,realtor_test,realtor_test,74,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,3609 Gulf Shores Dr Las Vegas NV 89122,54900,$54900,USD,,,3,3,2,2,,,Single Family Home,1296,4356
,75,realtor_test,realtor_test,75,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,231 Mission Newport Ln Apt 202 Las Vegas NV 89107,52900,$52900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,876,
,76,realtor_test,realtor_test,76,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,3455 Cape Cod Dr Las Vegas NV 89122,47900,$47900,USD,,,2,2,2,2,,,Mfd/Mobile Home,1152,4791
,77,realtor_test,realtor_test,77,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,4585 Denaro Dr Las Vegas NV 89135,375000,$375000,USD,,,2,2,2,2,,,Single Family Home,1683,8276
,78,realtor_test,realtor_test,78,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,5125 W Reno Ave # H Las Vegas NV 89118,127900,$127900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1108,1089
,79,realtor_test,realtor_test,79,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,2970 Picasso Cir Las Vegas NV 89121,267500,$267500,USD,,,5,5,2,2,1,1,Single Family Home,2827,8712
,80,realtor_test,realtor_test,80,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/with_swimmingpool,7107 S Durango Dr Unit 205 Las Vegas NV 89113,135000,$135000,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1278,
,81,realtor_test,realtor_test,81,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,6911 Bering Strait Ave Unit Lot 50 Las Vegas NV 89179,267955,$267955,USD,,,3,3,2,2,1,1,Single Family Home,2050,2613
,82,realtor_test,realtor_test,82,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,8625 Butterchurn Ave Las Vegas NV 89143,239900,$239900,USD,,,4,4,2,2,,,Single Family Home,2126,6098
,83,realtor_test,realtor_test,83,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,7614 Keating Cir Las Vegas NV 89147,229900,$229900,USD,,,4,4,3,3,,,Single Family Home,1968,0.24
,84,realtor_test,realtor_test,84,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,10100 Stony Ridge Dr Las Vegas NV 89144,1299000,$1299000,USD,,,4,4,4,4,1,1,Single Family Home,4629,0.42
,85,realtor_test,realtor_test,85,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,6025 Crystal Brook Ct Las Vegas NV 89149,549900,$549900,USD,,,4,4,3,3,1,1,Single Family Home,3231,0.45
,86,realtor_test,realtor_test,86,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,Las Vegas NV 89113,485000,$485000,USD,,,5,5,4,4,,,Single Family Home,3878,6969
,87,realtor_test,realtor_test,87,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,5955 Hopkinsville Ct Las Vegas NV 89148,399900,$399900,USD,,,5,5,4,4,,,Single Family Home,3468,9583
,88,realtor_test,realtor_test,88,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,4509 Harbison Canyon Ct Las Vegas NV 89130,189900,$189900,USD,,,3,3,2,2,1,1,Single Family Home,1636,2613
,89,realtor_test,realtor_test,89,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,6422 Enchanting Ct Las Vegas NV 89156,184990,$184990,USD,,,3,3,2,2,1,1,Single Family Home,1938,7405
,90,realtor_test,realtor_test,90,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-5,717 Willowick Ave North Las Vegas NV 89031,169990,$169990,USD,,,4,4,2,2,,,Single Family Home,1498,6098
,91,realtor_test,realtor_test,91,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,5001 N Cimarron Rd Las Vegas NV 89149,549888,$549888,USD,,,4,4,3,3,1,1,Single Family Home,3234,0.48
,92,realtor_test,realtor_test,92,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,9649 Meeks Bay Ave Las Vegas NV 89148,169900,$169900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1305,3920
,93,realtor_test,realtor_test,93,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,6380 Elwood Mead Ave Unit 103 Las Vegas NV 89156,142000,$142000,USD,,,3,3,2,2,1,1,Condo/Townhome/Row Home/Co-Op,1685,871
,94,realtor_test,realtor_test,94,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,819 Firth Ave Las Vegas NV 89015,87900,$87900,USD,,,,,,,,,Land,0.93,
,95,realtor_test,realtor_test,95,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,3609 Gulf Shores Dr Las Vegas NV 89122,54900,$54900,USD,,,3,3,2,2,,,Single Family Home,1296,4356
,96,realtor_test,realtor_test,96,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,10743 Balmoral St Las Vegas NV 89141,265000,$265000,USD,,,3,3,2,2,1,1,Single Family Home,2079,4356
,97,realtor_test,realtor_test,97,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,7537 Crooked Branch St Las Vegas NV 89143,179999,$179999,USD,,,3,3,2,2,1,1,Single Family Home,1707,3049
,98,realtor_test,realtor_test,98,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,231 Mission Newport Ln Apt 202 Las Vegas NV 89107,52900,$52900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,876,
,99,realtor_test,realtor_test,99,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,3455 Cape Cod Dr Las Vegas NV 89122,47900,$47900,USD,,,2,2,2,2,,,Mfd/Mobile Home,1152,4791
,100,realtor_test,realtor_test,100,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV,205 E Harmon Ave # 46 Las Vegas NV 89169,174900,$174900,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,1296,
,101,realtor_test,realtor_test,101,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,6204 Govett Crescent Ct Las Vegas NV 89130,204900,$204900,USD,,,4,4,2,2,1,1,Single Family Home,1916,2613
,102,realtor_test,realtor_test,102,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,7979 Teal Harbor Ave Las Vegas NV 89117,192000,$192000,USD,,,3,3,2,2,,,Single Family Home,1244,3920
,103,realtor_test,realtor_test,103,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,500 Elm Dr Unit 206 Las Vegas NV 89169,99000,$99000,USD,,,1,1,1,1,1,1,Condo/Townhome/Row Home/Co-Op,770,
,104,realtor_test,realtor_test,104,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,480 King Richard Unit 21 Las Vegas NV 89119,25000,$25000,USD,,,2,2,2,2,,,Condo/Townhome/Row Home/Co-Op,862,
,105,realtor_test,realtor_test,105,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,844 Paseo Rocoso Pl Las Vegas NV 89138,372000,$372000,USD,,,4,4,2,2,1,1,Single Family Home,2648,5662
,106,realtor_test,realtor_test,106,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,8645 Stone Harbor Ave Las Vegas NV 89145,285900,$285900,USD,,,4,4,2,2,,,Single Family Home,2102,7405
,107,realtor_test,realtor_test,107,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,Las Vegas NV 89139,280000,$280000,USD,,,4,4,2,2,1,1,Single Family Home,2226,4356
,108,realtor_test,realtor_test,108,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,3360 W Le Baron Ave Las Vegas NV 89141,350000,$350000,USD,,,3,3,2,2,,,Single Family Home,2047,0.5
,109,realtor_test,realtor_test,109,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,10102 Glen Aire Ave Las Vegas NV 89148,259900,$259900,USD,,,3,3,2,2,1,1,Single Family Home,2032,3484
,110,realtor_test,realtor_test,110,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-7,5505 Escallonia St Las Vegas NV 89149,259000,$259000,USD,,,3,3,2,2,,,Single Family Home,1977,7840
,111,realtor_test,realtor_test,111,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,5926 W Agate Ave Las Vegas NV 89139,160000,$160000,USD,,,3,3,2,2,1,1,Single Family Home,1231,3049
,112,realtor_test,realtor_test,112,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,Las Vegas NV 89081,160000,$160000,USD,,,4,4,2,2,1,1,Single Family Home,1792,5227
,113,realtor_test,realtor_test,113,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,505 Kolson Cir Las Vegas NV 89119,197900,$197900,USD,,,4,4,,,,,Multi-Family Home,3528,7405
,114,realtor_test,realtor_test,114,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,5040 Spring Oak St Las Vegas NV 89120,219000,$219000,USD,,,3,3,2,2,,,Single Family Home,1817,7405
,115,realtor_test,realtor_test,115,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,8356 Lovers Knot Ct Las Vegas NV 89131,490000,$490000,USD,,,4,4,3,3,1,1,Single Family Home,3638,0.34
,116,realtor_test,realtor_test,116,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,3295 W Torino Ave Las Vegas NV 89139,480000,$480000,USD,,,4,4,3,3,1,1,Single Family Home,3051,0.67
,117,realtor_test,realtor_test,117,http://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/pg-4,8759 Green Ridge Ave Las Vegas NV 89178,349900,$349900,USD,,,3,3,3,3,,,Single Family Home,2118,5227
